Capítulo,Versículo,Texto
2.0,181.0,فمن بدله بعد ما سمعه فانما اثمه علي الذين يبدلونه ۚ ان الله سميع عليم
2.0,182.0,فمن خاف من موص جنفا او اثما فاصلح بينهم فلا اثم عليه ۚ ان الله غفور رحيم
2.0,183.0,يا ايها الذين امنوا كتب عليكم الصيام كما كتب علي الذين من قبلكم لعلكم تتقون
2.0,184.0,اياما معدودات ۚ فمن كان منكم مريضا او علي سفر فعده من ايام اخر ۚ وعلي الذين يطيقونه فديه طعام مسكين ۖ فمن تطوع خيرا فهو خير له ۚ وان تصوموا خير لكم ۖ ان كنتم تعلمون
2.0,185.0,شهر رمضان الذي انزل فيه القران هدي للناس وبينات من الهدي والفرقان ۚ فمن شهد منكم الشهر فليصمه ۖ ومن كان مريضا او علي سفر فعده من ايام اخر ۗ يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العده ولتكبروا الله علي ما هداكم ولعلكم تشكرون
2.0,186.0,واذا سالك عبادي عني فاني قريب ۖ اجيب دعوه الداع اذا دعان ۖ فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون
2.0,187.0,احل لكم ليله الصيام الرفث الي نسائكم ۚ هن لباس لكم وانتم لباس لهن ۗ علم الله انكم كنتم تختانون انفسكم فتاب عليكم وعفا عنكم ۖ فالان باشروهن وابتغوا ما كتب الله لكم ۚ وكلوا واشربوا حتي يتبين لكم الخيط الابيض من الخيط الاسود من الفجر ۖ ثم اتموا الصيام الي الليل ۚ ولا تباشروهن وانتم عاكفون في المساجد ۗ تلك حدود الله فلا تقربوها ۗ كذلك يبين الله اياته للناس لعلهم يتقون
2.0,188.0,ولا تاكلوا اموالكم بينكم بالباطل وتدلوا بها الي الحكام لتاكلوا فريقا من اموال الناس بالاثم وانتم تعلمون
2.0,189.0,يسالونك عن الاهله ۖ قل هي مواقيت للناس والحج ۗ وليس البر بان تاتوا البيوت من ظهورها ولكن البر من اتقي ۗ واتوا البيوت من ابوابها ۚ واتقوا الله لعلكم تفلحون
2.0,190.0,وقاتلوا في سبيل الله الذين يقاتلونكم ولا تعتدوا ۚ ان الله لا يحب المعتدين
2.0,191.0,واقتلوهم حيث ثقفتموهم واخرجوهم من حيث اخرجوكم ۚ والفتنه اشد من القتل ۚ ولا تقاتلوهم عند المسجد الحرام حتي يقاتلوكم فيه ۖ فان قاتلوكم فاقتلوهم ۗ كذلك جزاء الكافرين
2.0,192.0,فان انتهوا فان الله غفور رحيم
2.0,193.0,وقاتلوهم حتي لا تكون فتنه ويكون الدين لله ۖ فان انتهوا فلا عدوان الا علي الظالمين
2.0,194.0,الشهر الحرام بالشهر الحرام والحرمات قصاص ۚ فمن اعتدي عليكم فاعتدوا عليه بمثل ما اعتدي عليكم ۚ واتقوا الله واعلموا ان الله مع المتقين
2.0,195.0,وانفقوا في سبيل الله ولا تلقوا بايديكم الي التهلكه ۛ واحسنوا ۛ ان الله يحب المحسنين
2.0,196.0,واتموا الحج والعمره لله ۚ فان احصرتم فما استيسر من الهدي ۖ ولا تحلقوا رءوسكم حتي يبلغ الهدي محله ۚ فمن كان منكم مريضا او به اذي من راسه ففديه من صيام او صدقه او نسك ۚ فاذا امنتم فمن تمتع بالعمره الي الحج فما استيسر من الهدي ۚ فمن لم يجد فصيام ثلاثه ايام في الحج وسبعه اذا رجعتم ۗ تلك عشره كامله ۗ ذلك لمن لم يكن اهله حاضري المسجد الحرام ۚ واتقوا الله واعلموا ان الله شديد العقاب
2.0,197.0,الحج اشهر معلومات ۚ فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج ۗ وما تفعلوا من خير يعلمه الله ۗ وتزودوا فان خير الزاد التقوي ۚ واتقون يا اولي الالباب
2.0,198.0,ليس عليكم جناح ان تبتغوا فضلا من ربكم ۚ فاذا افضتم من عرفات فاذكروا الله عند المشعر الحرام ۖ واذكروه كما هداكم وان كنتم من قبله لمن الضالين
2.0,199.0,ثم افيضوا من حيث افاض الناس واستغفروا الله ۚ ان الله غفور رحيم
2.0,200.0,فاذا قضيتم مناسككم فاذكروا الله كذكركم اباءكم او اشد ذكرا ۗ فمن الناس من يقول ربنا اتنا في الدنيا وما له في الاخره من خلاق
2.0,201.0,ومنهم من يقول ربنا اتنا في الدنيا حسنه وفي الاخره حسنه وقنا عذاب النار
2.0,202.0,اولئك لهم نصيب مما كسبوا ۚ والله سريع الحساب
2.0,203.0,واذكروا الله في ايام معدودات ۚ فمن تعجل في يومين فلا اثم عليه ومن تاخر فلا اثم عليه ۚ لمن اتقي ۗ واتقوا الله واعلموا انكم اليه تحشرون
2.0,204.0,ومن الناس من يعجبك قوله في الحياه الدنيا ويشهد الله علي ما في قلبه وهو الد الخصام
2.0,205.0,واذا تولي سعي في الارض ليفسد فيها ويهلك الحرث والنسل ۗ والله لا يحب الفساد
2.0,206.0,واذا قيل له اتق الله اخذته العزه بالاثم ۚ فحسبه جهنم ۚ ولبئس المهاد
2.0,207.0,ومن الناس من يشري نفسه ابتغاء مرضات الله ۗ والله رءوف بالعباد
2.0,208.0,يا ايها الذين امنوا ادخلوا في السلم كافه ولا تتبعوا خطوات الشيطان ۚ انه لكم عدو مبين
2.0,209.0,فان زللتم من بعد ما جاءتكم البينات فاعلموا ان الله عزيز حكيم
2.0,210.0,هل ينظرون الا ان ياتيهم الله في ظلل من الغمام والملائكه وقضي الامر ۚ والي الله ترجع الامور
2.0,211.0,سل بني اسرائيل كم اتيناهم من ايه بينه ۗ ومن يبدل نعمه الله من بعد ما جاءته فان الله شديد العقاب
2.0,212.0,زين للذين كفروا الحياه الدنيا ويسخرون من الذين امنوا ۘ والذين اتقوا فوقهم يوم القيامه ۗ والله يرزق من يشاء بغير حساب
2.0,213.0,كان الناس امه واحده فبعث الله النبيين مبشرين ومنذرين وانزل معهم الكتاب بالحق ليحكم بين الناس فيما اختلفوا فيه ۚ وما اختلف فيه الا الذين اوتوه من بعد ما جاءتهم البينات بغيا بينهم ۖ فهدي الله الذين امنوا لما اختلفوا فيه من الحق باذنه ۗ والله يهدي من يشاء الي صراط مستقيم
2.0,214.0,ام حسبتم ان تدخلوا الجنه ولما ياتكم مثل الذين خلوا من قبلكم ۖ مستهم الباساء والضراء وزلزلوا حتي يقول الرسول والذين امنوا معه متي نصر الله ۗ الا ان نصر الله قريب
2.0,215.0,يسالونك ماذا ينفقون ۖ قل ما انفقتم من خير فللوالدين والاقربين واليتامي والمساكين وابن السبيل ۗ وما تفعلوا من خير فان الله به عليم
2.0,216.0,كتب عليكم القتال وهو كره لكم ۖ وعسي ان تكرهوا شيئا وهو خير لكم ۖ وعسي ان تحبوا شيئا وهو شر لكم ۗ والله يعلم وانتم لا تعلمون
2.0,217.0,يسالونك عن الشهر الحرام قتال فيه ۖ قل قتال فيه كبير ۖ وصد عن سبيل الله وكفر به والمسجد الحرام واخراج اهله منه اكبر عند الله ۚ والفتنه اكبر من القتل ۗ ولا يزالون يقاتلونكم حتي يردوكم عن دينكم ان استطاعوا ۚ ومن يرتدد منكم عن دينه فيمت وهو كافر فاولئك حبطت اعمالهم في الدنيا والاخره ۖ واولئك اصحاب النار ۖ هم فيها خالدون
2.0,218.0,ان الذين امنوا والذين هاجروا وجاهدوا في سبيل الله اولئك يرجون رحمت الله ۚ والله غفور رحيم
2.0,219.0,يسالونك عن الخمر والميسر ۖ قل فيهما اثم كبير ومنافع للناس واثمهما اكبر من نفعهما ۗ ويسالونك ماذا ينفقون قل العفو ۗ كذلك يبين الله لكم الايات لعلكم تتفكرون
2.0,220.0,في الدنيا والاخره ۗ ويسالونك عن اليتامي ۖ قل اصلاح لهم خير ۖ وان تخالطوهم فاخوانكم ۚ والله يعلم المفسد من المصلح ۚ ولو شاء الله لاعنتكم ۚ ان الله عزيز حكيم
2.0,221.0,ولا تنكحوا المشركات حتي يؤمن ۚ ولامه مؤمنه خير من مشركه ولو اعجبتكم ۗ ولا تنكحوا المشركين حتي يؤمنوا ۚ ولعبد مؤمن خير من مشرك ولو اعجبكم ۗ اولئك يدعون الي النار ۖ والله يدعو الي الجنه والمغفره باذنه ۖ ويبين اياته للناس لعلهم يتذكرون
2.0,222.0,ويسالونك عن المحيض ۖ قل هو اذي فاعتزلوا النساء في المحيض ۖ ولا تقربوهن حتي يطهرن ۖ فاذا تطهرن فاتوهن من حيث امركم الله ۚ ان الله يحب التوابين ويحب المتطهرين
2.0,223.0,نساؤكم حرث لكم فاتوا حرثكم اني شئتم ۖ وقدموا لانفسكم ۚ واتقوا الله واعلموا انكم ملاقوه ۗ وبشر المؤمنين
2.0,224.0,ولا تجعلوا الله عرضه لايمانكم ان تبروا وتتقوا وتصلحوا بين الناس ۗ والله سميع عليم
